DESCRICAO_EVENTO,CASE_ID,DATA_HORA_EVENTO,RESPONSAVEL_EVENTO,_PROCESSING_TIMESTAMP
03.00 - Pagamento,26475,2021-07-05 12:04:49,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,26634,2021-07-12 08:48:19,Cynthia Smith,2022-11-22 00:02:07.666219
03.00 - Pagamento,26661,2021-07-18 11:07:43,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,27014,2021-07-20 11:42:26,Teresa Aguilar,2022-11-22 00:02:07.666219
03.00 - Pagamento,26966,2021-07-21 10:57:33,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,27162,2021-07-24 09:16:51,Elizabeth Booker,2022-11-22 00:02:07.666219
03.00 - Pagamento,26737,2021-07-27 07:38:03,Cynthia Smith,2022-11-22 00:02:07.666219
03.00 - Pagamento,26691,2021-07-31 09:39:30,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,26801,2021-07-27 16:37:00,Cynthia Smith,2022-11-22 00:02:07.666219
03.00 - Pagamento,26842,2021-07-28 07:56:17,Teresa Aguilar,2022-11-22 00:02:07.666219
03.00 - Pagamento,25505,2021-08-01 11:44:21,Robin Williams,2022-11-22 00:02:07.666219
03.00 - Pagamento,26019,2021-05-01 14:55:39,Erica Diaz,2022-11-22 00:02:07.666219
03.00 - Pagamento,25948,2021-06-07 11:41:25,Heather Baker,2022-11-22 00:02:07.666219
03.00 - Pagamento,25957,2021-05-30 11:12:17,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,26129,2021-06-05 12:54:17,Scott Watts,2022-11-22 00:02:07.666219
03.00 - Pagamento,69150,2021-04-18 16:04:36,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68826,2021-04-18 16:04:48,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68957,2021-04-18 16:04:54,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68919,2021-04-18 16:05:00,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,67702,2021-04-18 16:12:20,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68165,2021-04-18 16:19:28,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68135,2021-04-18 16:19:39,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68318,2021-04-18 16:19:50,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,68270,2021-04-18 16:19:53,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,67895,2021-04-18 16:20:08,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,70507,2021-04-18 16:21:09,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,70178,2021-04-18 16:21:25,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,70816,2021-04-18 16:22:00,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,70857,2021-04-18 16:22:09,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69492,2021-04-18 16:30:46,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69648,2021-04-18 16:30:54,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69251,2021-04-18 16:31:20,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69442,2021-04-18 16:31:38,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69364,2021-04-18 16:31:41,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69945,2021-04-18 16:32:16,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,70018,2021-04-18 16:32:33,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69891,2021-04-18 16:33:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,69804,2021-04-18 16:33:26,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65154,2021-04-24 12:26:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65093,2021-04-24 12:26:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64813,2021-04-24 12:27:00,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64825,2021-04-24 12:27:00,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64933,2021-04-24 12:27:22,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65239,2021-04-24 12:31:46,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65231,2021-04-24 12:38:28,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65358,2021-04-24 12:38:35,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65331,2021-04-24 12:38:49,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64131,2021-04-24 12:38:52,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64267,2021-04-24 12:39:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,63866,2021-04-24 12:39:42,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64044,2021-04-24 12:39:51,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,63950,2021-04-24 12:39:55,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64573,2021-04-24 12:43:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64694,2021-04-24 12:43:58,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64685,2021-04-24 12:43:58,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,64465,2021-04-24 12:44:30,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66628,2021-04-24 12:45:29,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66576,2021-04-24 12:45:40,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,67013,2021-04-24 12:47:04,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66012,2021-04-24 12:47:57,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65852,2021-04-24 12:47:57,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,65854,2021-04-24 12:48:33,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66434,2021-04-24 12:48:58,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66467,2021-04-24 12:49:03,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66150,2021-04-24 12:49:11,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,66191,2021-04-24 12:49:26,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76233,2021-04-24 12:51:14,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76408,2021-04-24 12:51:14,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,75981,2021-04-24 12:51:42,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76133,2021-04-24 12:52:12,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74946,2021-04-24 12:52:22,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74680,2021-04-24 12:53:04,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74745,2021-04-24 13:12:59,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,75491,2021-04-24 13:13:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,75451,2021-04-24 13:13:36,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,75218,2021-04-24 13:14:16,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,75217,2021-04-24 13:14:16,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77728,2021-04-24 13:14:38,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77368,2021-04-24 13:15:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77473,2021-04-24 13:15:35,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,78041,2021-04-24 13:15:51,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,78182,2021-04-24 13:15:56,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,78150,2021-04-24 13:16:09,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,78156,2021-04-24 13:16:09,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77932,2021-04-24 13:16:51,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76707,2021-04-24 13:16:59,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76662,2021-04-24 13:17:03,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76859,2021-04-24 13:17:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76465,2021-04-24 13:17:42,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76474,2021-04-24 13:17:42,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77306,2021-04-24 13:18:27,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76949,2021-04-24 13:18:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,76955,2021-04-24 13:18:52,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,77020,2021-04-24 13:19:27,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,72255,2021-04-24 14:31:43,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,72191,2021-04-24 14:31:55,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71977,2021-04-24 14:32:34,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,72420,2021-04-24 17:49:38,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,72509,2021-04-24 17:49:54,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71334,2021-04-24 17:50:08,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71345,2021-04-24 17:50:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71461,2021-04-24 17:50:33,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71247,2021-04-24 17:51:20,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71147,2021-04-24 17:51:27,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71170,2021-04-24 17:51:35,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71726,2021-04-24 17:51:49,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71754,2021-04-24 17:51:56,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71890,2021-04-24 17:52:03,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71919,2021-04-24 17:52:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71901,2021-04-24 17:52:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,71616,2021-04-24 17:53:03,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73988,2021-04-24 17:53:35,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73912,2021-04-24 17:54:25,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74479,2021-04-24 17:54:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74468,2021-04-24 17:54:48,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74594,2021-04-24 17:55:16,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74613,2021-04-24 17:55:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,74379,2021-04-24 17:56:18,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73184,2021-04-24 17:57:14,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,72938,2021-04-24 18:06:45,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73584,2021-04-24 18:07:05,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73509,2021-04-24 18:07:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73375,2021-04-24 18:07:46,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,73478,2021-04-24 18:08:08,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54416,2021-04-24 18:08:32,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54412,2021-04-24 18:08:32,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54478,2021-04-24 18:08:47,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54358,2021-04-24 18:09:04,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54372,2021-04-24 18:09:07,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54318,2021-04-24 18:09:15,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54317,2021-04-24 18:09:15,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54720,2021-04-24 18:09:20,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54686,2021-04-24 18:09:25,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54770,2021-04-24 18:09:46,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54767,2021-04-24 18:09:50,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54659,2021-04-24 18:10:09,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,54624,2021-04-24 18:10:15,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,53844,2021-04-24 18:10:32,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,53888,2021-04-24 18:10:57,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,53727,2021-04-24 18:11:13,Sherry Berg,2022-11-22 00:02:07.666219
03.00 - Pagamento,55601,2021-05-02 10:52:27,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55448,2021-05-02 10:52:49,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55474,2021-05-02 11:00:41,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55853,2021-05-02 11:00:50,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55832,2021-05-02 11:00:58,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55884,2021-05-02 11:01:05,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55906,2021-05-02 11:01:20,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55022,2021-05-02 11:33:56,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,54974,2021-05-02 11:34:02,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55080,2021-05-02 11:34:07,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55064,2021-05-02 11:34:11,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,54817,2021-05-02 11:34:26,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55273,2021-05-02 12:12:00,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55319,2021-05-02 12:41:53,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55337,2021-05-02 12:41:57,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,55125,2021-05-02 12:42:09,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,53486,2021-05-02 12:43:45,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,53559,2021-05-02 12:43:51,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,53075,2021-05-02 12:44:01,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,53203,2021-05-02 12:44:09,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,53124,2021-05-02 12:44:17,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61196,2021-05-02 12:44:39,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61235,2021-05-02 12:44:42,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61227,2021-05-02 12:44:44,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61116,2021-05-02 12:45:44,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61720,2021-05-02 12:46:06,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61632,2021-05-02 12:46:10,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61660,2021-05-02 12:46:14,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61816,2021-05-02 12:46:21,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61791,2021-05-02 12:46:36,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60146,2021-05-02 12:47:36,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60084,2021-05-02 12:48:24,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60118,2021-05-02 12:48:32,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60024,2021-05-02 12:48:37,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60389,2021-05-02 12:49:35,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60612,2021-05-02 12:49:59,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,60556,2021-05-02 12:50:03,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63204,2021-05-02 12:50:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63154,2021-05-02 12:50:21,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63088,2021-05-02 12:51:22,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63068,2021-05-02 12:51:27,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63691,2021-05-02 12:51:48,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63722,2021-05-02 12:52:15,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49226,2021-05-02 13:06:18,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49226,2021-05-02 16:08:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49227,2021-05-02 16:08:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49227,2021-05-02 13:06:18,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49339,2021-05-02 13:06:25,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,49339,2021-05-02 16:08:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46578,2021-05-02 13:07:51,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46578,2021-05-02 16:08:47,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46930,2021-05-02 13:08:29,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46930,2021-05-02 16:09:11,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46734,2021-05-02 13:08:39,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46734,2021-05-02 16:09:11,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46840,2021-05-02 16:09:23,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,46840,2021-05-02 13:09:02,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,63345,2021-05-02 16:16:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62128,2021-05-02 16:17:17,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62338,2021-05-02 16:17:32,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,61884,2021-05-02 16:18:01,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62045,2021-05-02 16:18:27,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62660,2021-05-02 16:18:56,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62794,2021-05-02 16:19:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62814,2021-05-02 16:19:20,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62468,2021-05-02 16:19:50,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62459,2021-05-02 16:19:50,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62481,2021-05-02 16:20:23,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,62522,2021-05-02 16:20:29,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,57156,2021-05-02 16:22:07,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,57841,2021-05-02 16:23:18,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,56907,2021-05-02 17:18:46,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,56521,2021-05-02 17:19:10,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,56503,2021-05-02 17:19:28,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,56585,2021-05-02 17:19:45,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59193,2021-05-02 17:20:11,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59372,2021-05-02 17:20:24,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59056,2021-05-02 17:21:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59699,2021-05-02 17:21:43,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59512,2021-05-02 17:22:12,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,59434,2021-05-02 17:22:22,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58271,2021-05-02 17:22:57,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58373,2021-05-02 17:23:14,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58302,2021-05-02 17:23:23,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58325,2021-05-02 17:23:29,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58024,2021-05-02 17:23:41,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,57981,2021-05-02 17:23:49,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,57974,2021-05-02 17:23:49,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58737,2021-05-02 17:24:17,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58716,2021-05-02 17:24:35,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58862,2021-05-02 17:24:35,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58797,2021-05-02 17:24:50,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58791,2021-05-02 17:24:50,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58505,2021-05-02 17:25:02,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58479,2021-05-02 17:25:06,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,58552,2021-05-02 17:25:37,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,99064,2021-05-02 17:25:55,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,99332,2021-05-02 17:25:55,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,99300,2021-05-02 17:26:00,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,99022,2021-05-02 17:26:12,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,99171,2021-05-02 17:26:25,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,97915,2021-05-02 17:26:32,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,97751,2021-05-02 17:26:37,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92730,2021-05-02 17:26:47,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92610,2021-05-02 17:26:52,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92428,2021-05-02 17:27:25,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92575,2021-05-02 17:27:56,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92585,2021-05-02 17:27:58,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92483,2021-05-02 17:28:05,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,93370,2021-05-02 17:28:42,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92930,2021-05-02 17:29:22,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,93094,2021-05-02 17:29:25,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,93106,2021-05-02 17:29:29,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,93056,2021-05-02 17:29:42,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91579,2021-05-02 17:29:53,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91618,2021-05-02 17:37:22,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91564,2021-05-02 17:37:36,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91760,2021-05-02 17:37:48,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91697,2021-05-02 17:38:03,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91779,2021-05-02 17:39:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92090,2021-05-02 17:39:25,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92227,2021-05-02 17:39:47,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91857,2021-05-02 17:40:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92013,2021-05-02 17:40:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91990,2021-05-02 17:40:16,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,92034,2021-05-02 17:40:27,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,91924,2021-05-02 17:40:37,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,94705,2021-05-02 17:42:22,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,95444,2021-05-02 17:42:32,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,95507,2021-05-02 17:43:03,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,93535,2021-05-02 17:44:28,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,94333,2021-05-02 17:45:04,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,94124,2021-05-02 17:45:32,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,94175,2021-05-02 17:46:02,Paul Jones,2022-11-22 00:02:07.666219
03.00 - Pagamento,94126,2021-05-02 17:46:15,Paul Jones,2022-11-22 00:02:07.666219
